resource_id,title_ru,subject_name,topic_name,difficulty_level,content_type,estimated_minutes,language,grade_min,grade_max,quality_score,popularity_score,exam_focus,interactivity_score
RES_1236,Конспект: Вторая мировая война,История,Вторая мировая война,2,summary,27,ru,7,10,5.0,5.9,0,0.69
RES_1237,Видео-урок: Сетевые технологии,Информатика,Сетевые технологии,4,video,17,ru,7,8,4.6,8.5,0,0.44
RES_1238,Тест: Древний мир,История,Древний мир,5,quiz,25,kz,8,11,4.3,4.1,0,0.31
RES_1239,Квиз по теме Органическая химия,Химия,Органическая химия,4,quiz,21,en,9,10,4.0,3.9,1,0.57
RES_1240,Практические задачи: Tenses,Английский язык,Tenses,1,practice,23,ru,7,9,4.4,6.4,0,0.57
RES_1241,Флэш-карточки: Алгоритмы,Информатика,Алгоритмы,4,flashcards,24,ru,7,8,3.6,9.7,1,0.61
RES_1242,Упражнения по Анатомия человека,Биология,Анатомия человека,2,practice,37,ru,8,11,4.2,6.5,1,0.49
RES_1243,Краткий обзор Логарифмы,Математика,Логарифмы,3,summary,8,en,8,11,4.2,10.0,0,0.2
RES_1244,Интенсив по Квадратные уравнения,Математика,Квадратные уравнения,3,video,17,kz,9,10,3.8,7.6,1,0.94
RES_1245,Теория: Базы данных,Информатика,Базы данных,2,article,7,ru,8,10,4.7,3.5,0,0.97
RES_1246,Теория: Listening Practice,Английский язык,Listening Practice,2,article,9,ru,7,10,4.0,6.7,0,0.2
RES_1247,Интенсив по Средние века,История,Средние века,1,video,44,ru,9,11,4.6,3.5,1,0.22
RES_1248,Теория: Кислоты и основания,Химия,Кислоты и основания,4,article,4,ru,7,8,3.7,8.8,1,0.29
RES_1249,Упражнения по Термодинамика,Физика,Термодинамика,4,practice,30,ru,8,10,3.9,3.1,0,0.84
RES_1250,Флэш-карточки: Сетевые технологии,Информатика,Сетевые технологии,3,flashcards,43,ru,8,9,3.8,6.8,1,0.68
RES_1251,Видео-урок: Древний мир,История,Древний мир,1,video,36,ru,9,12,4.4,6.6,0,0.75
RES_1252,Упражнения по Python основы,Информатика,Python основы,4,practice,26,ru,7,10,3.7,9.3,1,0.52
RES_1253,Проверь себя: Vocabulary,Английский язык,Vocabulary,2,quiz,16,ru,9,12,3.7,2.7,1,0.77
RES_1254,Интенсив по Python основы,Информатика,Python основы,2,video,9,kz,7,9,3.6,9.4,1,0.3
RES_1255,Проверь себя: Логарифмы,Математика,Логарифмы,3,quiz,10,ru,7,10,4.9,1.8,1,0.6
RES_1256,Статья: Все о Геометрия,Математика,Геометрия,2,article,7,en,9,12,4.5,9.7,1,0.96
RES_1257,Флэш-карточки: Tenses,Английский язык,Tenses,5,flashcards,16,kz,9,12,3.7,5.5,0,0.89
RES_1258,Проверь себя: Кислоты и основания,Химия,Кислоты и основания,3,quiz,17,ru,7,10,4.7,8.7,0,0.73
RES_1259,Флэш-карточки: Таблица Менделеева,Химия,Таблица Менделеева,4,flashcards,38,ru,7,10,4.9,2.1,1,0.98
RES_1260,Упражнения по Клеточное деление,Биология,Клеточное деление,1,practice,39,ru,7,10,4.7,8.0,0,0.28
RES_1261,Краткий обзор Кинематика,Физика,Кинематика,2,summary,40,kz,8,9,3.5,7.6,0,0.92
RES_1262,Конспект: Анатомия человека,Биология,Анатомия человека,1,summary,42,en,8,10,4.2,3.4,0,0.31
RES_1263,Флэш-карточки: Зоология,Биология,Зоология,2,flashcards,34,ru,9,12,3.8,4.9,0,0.47
RES_1264,Практические задачи: Vocabulary,Английский язык,Vocabulary,4,practice,40,ru,9,10,4.8,7.1,0,0.86
RES_1265,Краткий обзор Tenses,Английский язык,Tenses,3,summary,33,ru,9,10,4.2,7.7,0,0.25
RES_1266,Краткий обзор Законы Ньютона,Физика,Законы Ньютона,4,summary,19,ru,8,11,4.7,2.8,1,0.7
RES_1267,Разбор темы Тригонометрия,Математика,Тригонометрия,3,video,15,kz,7,10,4.3,9.2,0,0.71
RES_1268,Упражнения по Квадратные уравнения,Математика,Квадратные уравнения,4,practice,35,en,7,10,3.6,2.3,0,0.7
RES_1269,Флэш-карточки: Химические связи,Химия,Химические связи,2,flashcards,38,ru,8,11,4.3,7.1,0,0.42
RES_1270,Проверь себя: Python основы,Информатика,Python основы,2,quiz,35,ru,8,9,3.7,5.0,0,0.24
RES_1271,Статья: Все о Квадратные уравнения,Математика,Квадратные уравнения,2,article,14,ru,9,12,3.7,6.7,0,0.53
RES_1272,Флэш-карточки: Таблица Менделеева,Химия,Таблица Менделеева,4,flashcards,29,kz,9,10,3.8,2.9,0,0.21
RES_1273,Конспект: Зоология,Биология,Зоология,5,summary,20,kz,8,9,4.6,2.5,0,0.77
RES_1274,Интенсив по Vocabulary,Английский язык,Vocabulary,1,video,26,en,9,11,4.4,8.5,1,0.5
RES_1275,Статья: Все о Генетика,Биология,Генетика,2,article,10,en,8,11,3.9,3.2,0,0.92
RES_1276,Практические задачи: Вторая мировая война,История,Вторая мировая война,3,practice,5,ru,8,11,4.6,4.3,0,0.8
RES_1277,Интенсив по Кислоты и основания,Химия,Кислоты и основания,3,video,21,en,8,10,3.9,6.1,0,0.73
RES_1278,Проверь себя: Законы Ньютона,Физика,Законы Ньютона,5,quiz,15,en,9,11,3.8,9.6,0,0.74
RES_1279,Практические задачи: Производные,Математика,Производные,3,practice,39,ru,9,10,4.8,2.3,0,0.92
RES_1280,Краткий обзор Кинематика,Физика,Кинематика,4,summary,24,ru,9,11,3.8,6.3,0,0.47
RES_1281,Упражнения по Vocabulary,Английский язык,Vocabulary,1,practice,19,en,9,11,4.2,1.9,1,0.24
RES_1282,Краткий обзор Генетика,Биология,Генетика,2,summary,27,ru,9,11,3.9,9.4,0,0.64
RES_1283,Конспект: Квадратные уравнения,Математика,Квадратные уравнения,4,summary,41,en,8,10,3.8,2.8,0,0.55
RES_1284,Упражнения по Таблица Менделеева,Химия,Таблица Менделеева,3,practice,9,en,9,12,4.4,9.1,1,0.4
RES_1285,Разбор темы Таблица Менделеева,Химия,Таблица Менделеева,3,video,40,kz,9,11,4.6,4.5,0,0.73
RES_1286,Проверь себя: Кислоты и основания,Химия,Кислоты и основания,3,quiz,13,ru,8,11,4.4,5.3,0,0.96
RES_1287,Статья: Все о Tenses,Английский язык,Tenses,5,article,3,en,8,9,3.8,9.8,0,0.33
RES_1288,Теория: Grammar Rules,Английский язык,Grammar Rules,1,article,12,en,9,12,4.8,3.5,1,0.36
RES_1289,Запоминаем Вторая мировая война,История,Вторая мировая война,4,flashcards,21,en,7,10,4.6,6.1,1,0.6
RES_1290,Упражнения по Таблица Менделеева,Химия,Таблица Менделеева,1,practice,39,ru,9,12,4.6,9.7,0,0.39
RES_1291,Теория: Органическая химия,Химия,Органическая химия,1,article,10,ru,7,8,4.3,7.5,1,0.34
RES_1292,Шпаргалка по Базы данных,Информатика,Базы данных,3,article,6,ru,8,9,4.4,3.8,1,0.6
RES_1293,Теория: Vocabulary,Английский язык,Vocabulary,3,article,6,ru,9,11,3.6,5.9,0,0.45
RES_1294,Разбор темы Химические связи,Химия,Химические связи,1,video,32,ru,7,8,3.6,8.1,0,0.55
RES_1295,Конспект: Таблица Менделеева,Химия,Таблица Менделеева,2,summary,43,kz,8,11,4.5,7.0,1,0.36
RES_1296,Флэш-карточки: Химические связи,Химия,Химические связи,4,flashcards,14,kz,7,9,3.5,5.1,1,0.28
RES_1297,Упражнения по Кинематика,Физика,Кинематика,1,practice,30,ru,7,9,3.8,5.7,0,0.68
RES_1298,Теория: Законы Ньютона,Физика,Законы Ньютона,4,article,8,ru,8,10,4.4,2.5,1,0.25
RES_1299,Сборник задач Геометрия,Математика,Геометрия,4,practice,6,ru,9,12,3.5,9.7,0,0.74
RES_1300,Шпаргалка по Квадратные уравнения,Математика,Квадратные уравнения,4,article,6,kz,8,9,3.7,2.4,1,0.79
RES_1301,Запоминаем Древний мир,История,Древний мир,2,flashcards,32,ru,8,9,4.1,9.4,0,0.95
RES_1302,Видео-урок: Электричество,Физика,Электричество,2,video,21,ru,8,10,4.6,3.9,1,0.27
RES_1303,Практические задачи: Геометрия,Математика,Геометрия,3,practice,30,kz,7,10,3.8,5.9,1,0.76
RES_1304,Видео-урок: Средние века,История,Средние века,4,video,37,ru,9,12,3.9,3.2,0,0.57
RES_1305,Тест: Таблица Менделеева,Химия,Таблица Менделеева,3,quiz,14,en,8,10,4.1,5.4,0,0.83
RES_1306,Флэш-карточки: Таблица Менделеева,Химия,Таблица Менделеева,3,flashcards,21,kz,8,11,4.4,5.8,0,0.49
RES_1307,Разбор темы Алгоритмы,Информатика,Алгоритмы,3,video,42,ru,7,9,4.2,6.8,1,0.25
RES_1308,Тест: Оптика,Физика,Оптика,5,quiz,28,kz,8,11,3.7,7.9,0,0.72
RES_1309,Конспект: Производные,Математика,Производные,1,summary,11,en,8,9,4.7,5.0,1,0.21
RES_1310,Теория: Анатомия человека,Биология,Анатомия человека,1,article,12,en,7,8,4.7,3.8,1,0.96
RES_1311,Тест: Генетика,Биология,Генетика,2,quiz,20,en,8,11,3.7,4.5,0,0.6
RES_1312,Флэш-карточки: Алгоритмы,Информатика,Алгоритмы,2,flashcards,16,en,9,10,4.6,5.0,1,0.33
RES_1313,Краткий обзор Древний мир,История,Древний мир,4,summary,21,en,9,12,4.8,5.8,1,0.44
RES_1314,Флэш-карточки: Алгоритмы,Информатика,Алгоритмы,3,flashcards,18,ru,8,11,4.5,6.2,0,0.37
RES_1315,Флэш-карточки: Таблица Менделеева,Химия,Таблица Менделеева,3,flashcards,32,ru,8,11,5.0,4.7,1,0.9
RES_1316,Тест: Таблица Менделеева,Химия,Таблица Менделеева,5,quiz,17,en,8,10,4.4,5.8,0,0.68
RES_1317,Тест: История Казахстана,История,История Казахстана,5,quiz,7,ru,7,9,4.3,4.8,0,0.83
RES_1318,Конспект: Логарифмы,Математика,Логарифмы,5,summary,36,en,7,10,4.8,7.6,1,0.8
RES_1319,Запоминаем История Казахстана,История,История Казахстана,1,flashcards,11,ru,9,12,3.8,8.7,1,0.57
RES_1320,Флэш-карточки: Вторая мировая война,История,Вторая мировая война,2,flashcards,36,ru,9,11,4.2,2.6,1,0.88
RES_1321,Видео-урок: Клеточное деление,Биология,Клеточное деление,2,video,19,ru,8,9,4.9,1.4,0,0.26
RES_1322,Шпаргалка по Сетевые технологии,Информатика,Сетевые технологии,4,article,12,ru,9,12,4.9,4.4,1,0.87
RES_1323,Упражнения по Геометрия,Математика,Геометрия,5,practice,40,en,9,10,4.4,8.0,1,0.84
RES_1324,Интенсив по Электричество,Физика,Электричество,5,video,11,ru,9,10,4.0,4.5,0,0.41
RES_1325,Краткий обзор Listening Practice,Английский язык,Listening Practice,2,summary,26,en,8,9,4.0,4.7,1,0.51
RES_1326,Конспект: Органическая химия,Химия,Органическая химия,2,summary,16,en,8,10,4.6,6.0,0,0.31
RES_1327,Проверь себя: Таблица Менделеева,Химия,Таблица Менделеева,1,quiz,7,kz,8,10,4.5,3.9,0,0.35
RES_1328,Шпаргалка по Кинематика,Физика,Кинематика,2,article,6,ru,9,10,5.0,8.1,1,0.8
RES_1329,Видео-урок: Геометрия,Математика,Геометрия,5,video,19,ru,7,10,3.6,7.0,0,0.92
RES_1330,Конспект: Химические связи,Химия,Химические связи,5,summary,6,en,8,10,4.7,7.4,1,0.86
RES_1331,Конспект: Зоология,Биология,Зоология,3,summary,7,kz,7,9,3.9,1.4,0,0.3
RES_1332,Статья: Все о Зоология,Биология,Зоология,3,article,14,ru,8,11,3.8,1.1,1,0.7
RES_1333,Теория: Анатомия человека,Биология,Анатомия человека,3,article,7,ru,9,10,4.1,1.6,1,0.79
RES_1334,Конспект: Термодинамика,Физика,Термодинамика,1,summary,28,ru,9,12,4.1,6.6,1,0.58
RES_1335,Проверь себя: Средние века,История,Средние века,1,quiz,29,ru,8,10,4.9,8.5,0,0.89
RES_1336,Краткий обзор Listening Practice,Английский язык,Listening Practice,5,summary,29,ru,9,10,3.9,2.4,1,0.68
RES_1337,Упражнения по Grammar Rules,Английский язык,Grammar Rules,2,practice,33,kz,9,10,3.6,7.2,0,0.34
RES_1338,Запоминаем Grammar Rules,Английский язык,Grammar Rules,3,flashcards,17,ru,8,10,4.4,3.5,1,0.67
RES_1339,Теория: Анатомия человека,Биология,Анатомия человека,4,article,3,ru,7,9,4.8,8.9,1,0.37
RES_1340,Статья: Все о Древний мир,История,Древний мир,1,article,6,ru,9,12,4.5,6.4,1,0.95
RES_1341,Запоминаем Вторая мировая война,История,Вторая мировая война,4,flashcards,16,en,9,10,4.8,9.4,0,0.51
RES_1342,Проверь себя: Электричество,Физика,Электричество,3,quiz,28,ru,8,10,3.8,2.3,1,0.81
RES_1343,Теория: Анатомия человека,Биология,Анатомия человека,5,article,9,ru,8,10,4.0,3.7,1,0.34
RES_1344,Проверь себя: Зоология,Биология,Зоология,2,quiz,15,ru,9,12,4.7,2.2,0,0.6
RES_1345,Теория: Сетевые технологии,Информатика,Сетевые технологии,1,article,12,en,7,10,3.6,4.8,0,0.78
RES_1346,Практические задачи: Оптика,Физика,Оптика,2,practice,43,ru,9,12,4.6,9.5,0,0.62
RES_1347,Интенсив по Средние века,История,Средние века,4,video,11,ru,8,11,4.7,2.1,1,0.53
RES_1348,Конспект: Сетевые технологии,Информатика,Сетевые технологии,1,summary,10,ru,7,8,4.4,5.4,1,0.38
RES_1349,Видео-урок: Grammar Rules,Английский язык,Grammar Rules,3,video,42,en,8,11,3.7,8.7,0,0.53
RES_1350,Краткий обзор Сетевые технологии,Информатика,Сетевые технологии,1,summary,36,en,8,10,4.1,1.8,0,0.88
RES_1351,Запоминаем Tenses,Английский язык,Tenses,1,flashcards,35,ru,9,10,4.8,3.2,0,0.2
RES_1352,Тест: Vocabulary,Английский язык,Vocabulary,4,quiz,40,ru,7,8,4.0,1.8,0,0.94
RES_1353,Запоминаем Древний мир,История,Древний мир,3,flashcards,17,ru,8,11,4.2,7.8,0,0.59
RES_1354,Флэш-карточки: Законы Ньютона,Физика,Законы Ньютона,5,flashcards,34,ru,8,9,4.5,7.9,0,0.72
RES_1355,Разбор темы Химические связи,Химия,Химические связи,4,video,27,ru,9,10,3.9,8.7,1,1.0
RES_1356,Теория: Зоология,Биология,Зоология,1,article,11,ru,9,10,3.9,2.6,0,0.84
RES_1357,Шпаргалка по Базы данных,Информатика,Базы данных,3,article,3,ru,9,10,4.5,6.1,1,0.51
RES_1358,Краткий обзор Кинематика,Физика,Кинематика,3,summary,39,ru,8,9,3.9,4.0,0,0.23
RES_1359,Статья: Все о Grammar Rules,Английский язык,Grammar Rules,3,article,8,kz,8,10,4.8,7.7,0,0.43
RES_1360,Упражнения по Кинематика,Физика,Кинематика,1,practice,23,ru,7,10,4.0,1.7,0,0.41
RES_1361,Упражнения по Законы Ньютона,Физика,Законы Ньютона,4,practice,13,ru,8,11,4.6,3.5,0,0.56
RES_1362,Теория: Vocabulary,Английский язык,Vocabulary,2,article,6,en,7,9,4.4,9.1,1,0.81
RES_1363,Практические задачи: Логарифмы,Математика,Логарифмы,5,practice,38,en,8,11,4.0,7.8,0,0.44
RES_1364,Проверь себя: Квадратные уравнения,Математика,Квадратные уравнения,3,quiz,29,en,8,9,4.7,2.6,0,0.29
RES_1365,Проверь себя: Древний мир,История,Древний мир,4,quiz,29,ru,9,11,3.7,5.9,1,0.48
RES_1366,Сборник задач Listening Practice,Английский язык,Listening Practice,2,practice,26,ru,7,10,4.5,4.7,0,0.95
RES_1367,Краткий обзор Listening Practice,Английский язык,Listening Practice,5,summary,41,ru,8,9,5.0,2.9,0,0.68
RES_1368,Теория: Геометрия,Математика,Геометрия,3,article,13,en,9,11,4.3,3.2,0,0.83
RES_1369,Тест: Listening Practice,Английский язык,Listening Practice,2,quiz,29,ru,9,12,4.2,3.0,1,0.4
RES_1370,Запоминаем Vocabulary,Английский язык,Vocabulary,5,flashcards,26,ru,9,10,4.0,4.3,1,0.46
RES_1371,Разбор темы Кинематика,Физика,Кинематика,1,video,10,ru,8,9,3.8,2.3,0,0.81
RES_1372,Краткий обзор История Казахстана,История,История Казахстана,3,summary,26,ru,8,9,4.1,6.4,1,0.45
RES_1373,Теория: Python основы,Информатика,Python основы,2,article,9,ru,7,8,3.7,6.5,1,0.73
RES_1374,Шпаргалка по Логарифмы,Математика,Логарифмы,2,article,3,en,7,8,4.9,5.0,1,0.63
RES_1375,Запоминаем Алгоритмы,Информатика,Алгоритмы,3,flashcards,30,ru,8,9,4.8,6.0,0,0.6
RES_1376,Интенсив по Кислоты и основания,Химия,Кислоты и основания,5,video,43,ru,8,11,4.4,4.6,1,0.63
RES_1377,Конспект: История Казахстана,История,История Казахстана,4,summary,27,en,8,11,4.3,8.6,0,0.5
RES_1378,Проверь себя: Vocabulary,Английский язык,Vocabulary,2,quiz,14,ru,7,8,4.0,1.4,0,0.21
RES_1379,Практические задачи: Геометрия,Математика,Геометрия,1,practice,36,ru,9,10,4.7,9.5,0,0.83
RES_1380,Теория: Органическая химия,Химия,Органическая химия,3,article,3,ru,7,10,4.0,2.8,0,0.91
RES_1381,Сборник задач Древний мир,История,Древний мир,1,practice,29,en,8,9,4.6,7.2,0,0.84
RES_1382,Упражнения по Логарифмы,Математика,Логарифмы,2,practice,15,en,9,12,4.9,3.7,0,0.42
RES_1383,Разбор темы Электричество,Физика,Электричество,2,video,15,ru,8,11,3.5,8.7,1,0.96
RES_1384,Шпаргалка по Геометрия,Математика,Геометрия,2,article,8,ru,7,10,3.9,7.4,0,0.92
RES_1385,Флэш-карточки: Listening Practice,Английский язык,Listening Practice,4,flashcards,21,ru,7,9,4.0,3.3,0,0.27
RES_1386,Флэш-карточки: Анатомия человека,Биология,Анатомия человека,4,flashcards,27,ru,7,9,4.6,1.5,0,0.55
RES_1387,Сборник задач Кислоты и основания,Химия,Кислоты и основания,4,practice,25,en,9,10,4.6,2.4,0,0.41
RES_1388,Запоминаем Генетика,Биология,Генетика,2,flashcards,40,ru,7,9,4.0,8.2,0,0.98
RES_1389,Сборник задач Генетика,Биология,Генетика,4,practice,23,ru,7,10,4.8,8.1,0,0.64
RES_1390,Краткий обзор Термодинамика,Физика,Термодинамика,3,summary,8,ru,7,9,3.6,9.9,0,0.99
RES_1391,Флэш-карточки: Таблица Менделеева,Химия,Таблица Менделеева,3,flashcards,35,ru,7,8,4.2,6.6,0,0.54
RES_1392,Разбор темы Анатомия человека,Биология,Анатомия человека,5,video,28,en,9,12,4.3,8.0,0,0.85
RES_1393,Интенсив по Tenses,Английский язык,Tenses,4,video,32,en,7,10,4.7,6.4,0,0.25
RES_1394,Квиз по теме Химические связи,Химия,Химические связи,3,quiz,16,ru,7,10,4.8,9.5,1,0.2
RES_1395,Упражнения по Python основы,Информатика,Python основы,4,practice,14,ru,7,8,3.8,6.6,1,0.37
RES_1396,Краткий обзор Вторая мировая война,История,Вторая мировая война,1,summary,31,en,8,11,4.0,5.3,1,0.47
RES_1397,Разбор темы Генетика,Биология,Генетика,1,video,6,ru,8,11,4.3,2.6,0,0.73
RES_1398,Конспект: Python основы,Информатика,Python основы,4,summary,43,ru,7,8,3.6,1.8,1,0.47
RES_1399,Запоминаем Электричество,Физика,Электричество,4,flashcards,18,en,7,9,5.0,6.4,0,0.87
RES_1400,Флэш-карточки: Генетика,Биология,Генетика,5,flashcards,9,ru,9,12,4.5,6.3,0,0.78
RES_1401,Флэш-карточки: Производные,Математика,Производные,4,flashcards,38,ru,7,8,4.8,6.8,0,0.44
RES_1402,Конспект: Органическая химия,Химия,Органическая химия,3,summary,27,en,7,10,4.8,8.4,1,0.64
RES_1403,Запоминаем Tenses,Английский язык,Tenses,5,flashcards,29,ru,7,10,4.2,2.2,0,0.86
RES_1404,Статья: Все о Сетевые технологии,Информатика,Сетевые технологии,2,article,5,en,9,11,4.0,3.8,0,0.74
RES_1405,Краткий обзор Сетевые технологии,Информатика,Сетевые технологии,3,summary,39,ru,7,10,3.7,6.2,0,0.84
RES_1406,Теория: Таблица Менделеева,Химия,Таблица Менделеева,3,article,14,en,7,10,4.0,5.4,1,0.39
RES_1407,Проверь себя: Анатомия человека,Биология,Анатомия человека,3,quiz,17,ru,8,11,3.6,1.5,0,0.67
RES_1408,Флэш-карточки: Listening Practice,Английский язык,Listening Practice,2,flashcards,15,ru,8,11,4.2,7.2,0,0.45
RES_1409,Интенсив по Электричество,Физика,Электричество,3,video,11,ru,8,11,4.2,2.7,1,0.65
RES_1410,Конспект: Кислоты и основания,Химия,Кислоты и основания,5,summary,29,en,7,8,4.0,9.7,1,0.94
RES_1411,Квиз по теме Vocabulary,Английский язык,Vocabulary,4,quiz,27,en,8,9,4.0,6.2,0,0.85
RES_1412,Разбор темы Древний мир,История,Древний мир,3,video,7,ru,8,9,4.0,4.6,0,0.91
RES_1413,Квиз по теме Таблица Менделеева,Химия,Таблица Менделеева,5,quiz,42,ru,8,10,4.1,7.6,0,0.36
RES_1414,Интенсив по Термодинамика,Физика,Термодинамика,5,video,31,ru,8,10,3.7,4.5,0,0.79
RES_1415,Тест: Таблица Менделеева,Химия,Таблица Менделеева,2,quiz,39,ru,7,8,3.9,3.7,0,0.74
RES_1416,Тест: Алгоритмы,Информатика,Алгоритмы,3,quiz,35,ru,9,12,3.6,9.5,1,0.67
RES_1417,Запоминаем Генетика,Биология,Генетика,3,flashcards,40,en,8,10,3.9,9.5,0,0.9
RES_1418,Краткий обзор Vocabulary,Английский язык,Vocabulary,4,summary,41,ru,8,11,5.0,1.1,1,0.32
RES_1419,Флэш-карточки: Генетика,Биология,Генетика,1,flashcards,16,en,8,9,3.9,2.2,0,0.72
RES_1420,Запоминаем Средние века,История,Средние века,3,flashcards,22,ru,9,12,3.8,5.0,0,0.86
RES_1421,Тест: Зоология,Биология,Зоология,2,quiz,6,en,7,9,4.4,8.1,0,0.53
RES_1422,Сборник задач Vocabulary,Английский язык,Vocabulary,1,practice,26,ru,7,9,4.4,7.9,0,0.38
RES_1423,Конспект: Vocabulary,Английский язык,Vocabulary,3,summary,32,ru,9,11,4.4,4.5,1,0.96
RES_1424,Квиз по теме Химические связи,Химия,Химические связи,4,quiz,7,ru,9,10,4.4,6.1,1,0.65
RES_1425,Интенсив по История Казахстана,История,История Казахстана,2,video,28,ru,7,9,4.2,4.0,0,0.56
RES_1426,Тест: Квадратные уравнения,Математика,Квадратные уравнения,1,quiz,18,ru,8,10,4.0,9.9,1,0.96
RES_1427,Теория: Кинематика,Физика,Кинематика,4,article,14,ru,8,11,3.6,4.0,1,0.53
RES_1428,Разбор темы Анатомия человека,Биология,Анатомия человека,1,video,30,ru,8,11,4.6,3.8,0,0.39
RES_1429,Запоминаем Геометрия,Математика,Геометрия,2,flashcards,16,ru,8,10,3.9,4.1,1,0.99
RES_1430,Запоминаем Вторая мировая война,История,Вторая мировая война,5,flashcards,26,ru,7,8,4.7,4.0,1,0.54
RES_1431,Шпаргалка по Органическая химия,Химия,Органическая химия,4,article,3,kz,7,9,4.8,6.9,0,0.74
RES_1432,Упражнения по Базы данных,Информатика,Базы данных,4,practice,12,ru,9,10,4.9,8.9,1,0.99
RES_1433,Шпаргалка по Логарифмы,Математика,Логарифмы,5,article,9,ru,9,11,4.5,2.8,0,0.38
RES_1434,Теория: Кислоты и основания,Химия,Кислоты и основания,2,article,13,ru,9,11,4.4,8.2,1,0.69
RES_1435,Практические задачи: История Казахстана,История,История Казахстана,5,practice,6,ru,7,8,3.5,5.5,0,0.79
RES_1436,Запоминаем Древний мир,История,Древний мир,3,flashcards,39,ru,9,10,3.5,7.4,0,0.3
RES_1437,Видео-урок: Таблица Менделеева,Химия,Таблица Менделеева,5,video,38,en,7,9,4.4,8.3,0,0.8
RES_1438,Разбор темы Органическая химия,Химия,Органическая химия,3,video,20,ru,7,9,3.9,3.8,0,0.67
RES_1439,Шпаргалка по Законы Ньютона,Физика,Законы Ньютона,2,article,11,ru,8,10,3.9,4.6,1,0.21
RES_1440,Видео-урок: Grammar Rules,Английский язык,Grammar Rules,1,video,20,ru,8,9,4.3,7.4,1,0.85
RES_1441,Конспект: Vocabulary,Английский язык,Vocabulary,4,summary,14,ru,8,9,3.7,6.7,0,0.25
RES_1442,Шпаргалка по Алгоритмы,Информатика,Алгоритмы,5,article,6,ru,7,9,4.5,3.2,1,0.81
RES_1443,Конспект: Электричество,Физика,Электричество,5,summary,9,en,8,10,4.5,9.7,0,0.3
RES_1444,Краткий обзор Законы Ньютона,Физика,Законы Ньютона,4,summary,10,ru,8,11,3.7,2.9,0,0.71
RES_1445,Сборник задач Базы данных,Информатика,Базы данных,1,practice,39,en,9,10,3.8,9.6,0,0.47
RES_1446,Квиз по теме Логарифмы,Математика,Логарифмы,2,quiz,17,en,7,10,4.7,3.5,1,0.28
RES_1447,Флэш-карточки: Алгоритмы,Информатика,Алгоритмы,1,flashcards,30,ru,8,11,4.0,1.6,0,0.2
RES_1448,Краткий обзор Таблица Менделеева,Химия,Таблица Менделеева,3,summary,11,ru,9,11,4.6,7.7,1,0.4
RES_1449,Флэш-карточки: Кислоты и основания,Химия,Кислоты и основания,3,flashcards,20,en,7,10,4.1,2.5,1,0.64
RES_1450,Конспект: Электричество,Физика,Электричество,3,summary,39,en,9,10,5.0,9.4,1,0.52
RES_1451,Конспект: Базы данных,Информатика,Базы данных,1,summary,18,ru,9,11,3.6,4.1,1,0.39
RES_1452,Флэш-карточки: Listening Practice,Английский язык,Listening Practice,5,flashcards,28,kz,7,9,4.4,10.0,1,0.38
RES_1453,Флэш-карточки: Электричество,Физика,Электричество,5,flashcards,11,en,8,10,4.3,5.6,0,0.99
RES_1454,Видео-урок: Python основы,Информатика,Python основы,1,video,24,ru,8,9,4.7,2.8,1,0.72
RES_1455,Разбор темы Логарифмы,Математика,Логарифмы,2,video,38,en,7,10,4.0,8.6,0,0.2
RES_1456,Краткий обзор Органическая химия,Химия,Органическая химия,1,summary,6,ru,7,9,4.9,8.6,1,0.33
RES_1457,Флэш-карточки: Базы данных,Информатика,Базы данных,2,flashcards,37,en,9,10,4.0,3.2,0,0.8
RES_1458,Тест: Геометрия,Математика,Геометрия,4,quiz,20,ru,8,10,4.6,3.5,1,0.26
RES_1459,Видео-урок: Алгоритмы,Информатика,Алгоритмы,3,video,21,en,9,10,4.8,1.1,1,0.57
RES_1460,Проверь себя: Кислоты и основания,Химия,Кислоты и основания,2,quiz,33,en,7,9,4.0,1.1,0,0.39
RES_1461,Сборник задач Таблица Менделеева,Химия,Таблица Менделеева,1,practice,28,ru,8,9,3.8,4.9,0,0.38
RES_1462,Краткий обзор Python основы,Информатика,Python основы,3,summary,38,en,8,9,4.0,7.4,1,0.45
RES_1463,Запоминаем Tenses,Английский язык,Tenses,3,flashcards,38,kz,9,12,3.8,8.4,0,0.26
RES_1464,Статья: Все о Органическая химия,Химия,Органическая химия,5,article,8,ru,9,10,4.3,7.9,1,0.93
RES_1465,Практические задачи: Логарифмы,Математика,Логарифмы,4,practice,8,en,9,11,4.2,6.3,1,0.36
RES_1466,Упражнения по Производные,Математика,Производные,1,practice,10,en,7,9,3.8,2.7,1,0.37
RES_1467,Теория: Grammar Rules,Английский язык,Grammar Rules,1,article,9,ru,9,10,4.9,2.3,1,0.29
RES_1468,Флэш-карточки: Vocabulary,Английский язык,Vocabulary,2,flashcards,7,ru,9,12,3.7,9.4,1,0.91
RES_1469,Шпаргалка по Vocabulary,Английский язык,Vocabulary,1,article,6,ru,7,8,4.0,2.3,0,0.85
RES_1470,Видео-урок: Сетевые технологии,Информатика,Сетевые технологии,2,video,16,ru,9,12,4.5,4.3,1,0.36
RES_1471,Проверь себя: Базы данных,Информатика,Базы данных,2,quiz,11,ru,9,11,3.8,4.7,0,0.66
RES_1472,Видео-урок: Таблица Менделеева,Химия,Таблица Менделеева,3,video,28,ru,7,9,3.9,1.8,1,0.2
